"--large-name4--","TopologyContext(StormTopology,Map<String,Object>,Map<Integer,String>,Map<String,List<Integer>>,Map<String,Map<String,Fields>>,String,String,String,Integer,Integer,List<Integer>,Map<String,Object>,Map<String,Object>,Map<String,Object>,Map<String,Object>,org.apache.storm.clojure.Atom)"
"--large-name3--","TopologyContext(StormTopology,Map<String,Object>,Map<Integer,String>,Map<String,List<Integer>>,Map<String,Map<String,Fields>>,String,String,String,Integer,Integer,List<Integer>,Map<String,Object>,Map<String,Object>,Map<String,Object>,Map<String,Object>,clojure.lang.Atom)"
"--large-name1--","TopologyContext(StormTopology,Map,Map<Integer,String>,Map<String,List<Integer>>,Map<String,Map<String,Fields>>,String,String,String,Integer,Integer,List<Integer>,Map<String,Object>,Map<String,Object>,Map<String,Object>,Map,clojure.lang.Atom)"
"--large-name2--","TopologyContext(StormTopology,Map,Map<Integer,String>,Map<String,List<Integer>>,Map<String,Map<String,Fields>>,String,String,String,Integer,Integer,List<Integer>,Map<String,Object>,Map<String,Object>,Map<String,Object>,Map,org.apache.storm.clojure.Atom)"
"--large-name5--","TopologyContext(StormTopology,Map<String,Object>,Map<Integer,String>,Map<String,List<Integer>>,Map<String,Map<String,Fields>>,String,String,String,Integer,Integer,List<Integer>,Map<String,Object>,Map<String,Object>,Map<String,Object>,Map<String,Object>,org.apache.storm.clojure.lang.Atom)"
